location,distance(kpc),SMA(au),eccentricity,m1/m_sun,m2/m_sun,SNR(10yr)
ngc6441,9.2,3.5227106,0.47641642,18.296005,21.562459,7.994594621266773e-48
ngc6712,6.4,4.2944626,0.58607354,14.207869,15.738776,3.1854179005749776e-48
ngc6723,8.2,4.2944626,0.58607354,14.207869,15.738776,2.4861798248390068e-48
ngc7078,10,2.345035,0.3370239,18.042027,11.81888,5.082948456678891e-49
ngc6273,8.3,4.6035037,0.62024209,12.671274,13.481398,2.742710572622013e-49
ngc6496,10.9,5.9582375,0.69426212,13.335829,13.037082,5.8772912670896295e-50
ngc5986,10,145.24509,0.30954591,14.478671,15.205338,1.8335164963549e-51
ngc6254,4.1,1.9883187,0.26455485,13.730814,14.12582,4.2077659331158354e-50
ngc7089,11.1,145.24509,0.30954591,14.478671,15.205338,1.6518166633827925e-51
Djor2,13.2,145.24509,0.30954591,14.478671,15.205338,1.3890276487537123e-51
ngc5927,7,1.9883187,0.26455485,13.730814,14.12582,2.4645486179678463e-50
ngc5927,7,1.9883187,0.26455485,13.730814,14.12582,2.4645486179678463e-50
ngc5466,16.3,6.1158153,0.66949506,17.681937,18.029182,7.842646358720201e-51
ngc5466,16.3,6.1158153,0.66949506,17.681937,18.029182,7.842646358720201e-51
ngc7078,10,2.7617258,0.30160377,33.503586,22.979194,8.942646519488155e-51
ngc6266,6.6,4.4784806,0.55196133,18.928643,20.666945,5.157208400717312e-51
ngc2808,8.9,4.4784806,0.55196133,18.928643,20.666945,3.8244466791836244e-51
ngc6388,10.9,4.4784806,0.55196133,18.928643,20.666945,3.1227133435536016e-51
ngc5053,16,6.7400687,0.69237758,18.523238,17.991869,2.006727075876431e-51
ngc5053,16,6.7400687,0.69237758,18.523238,17.991869,2.006727075876431e-51
ngc5053,16,6.7400687,0.69237758,18.523238,17.991869,2.006727075876431e-51
ngc6712,6.4,4.7667381,0.61403697,13.296574,13.042022,9.071079101618678e-53
ngc7006,39.5,484.68652,0.73021974,16.265243,14.057812,3.7545371574433076e-54
ngc6723,8.2,4.7667381,0.61403697,13.296574,13.042022,7.079866615897504e-53
ngc6723,8.2,4.7667381,0.61403697,13.296574,13.042022,7.079866615897504e-53
ngc1851,11.7,872.70103,0.84698209,13.777534,13.755997,1.4525650959737257e-54
ngc6723,8.2,3.9632531,0.5467623,13.697019,12.923484,3.2611974075515698e-53
ngc4590,9.9,4.6269757,0.57379579,13.970365,18.49809,3.250856653608519e-54
ngc5024,18.1,3.0387044,0.43251392,13.771951,13.647249,3.185982812274313e-54
ngc6712,6.4,5.3312879,0.61995378,15.587845,16.142134,5.348906602641422e-55
ngc6712,6.4,5.3312879,0.61995378,15.587845,16.142134,5.348906602641422e-55
IC1276,8.9,4.8543608,0.59438267,13.980048,16.296487,3.80553554428814e-55
ngc6144,9.8,4.8543608,0.59438267,13.980048,16.296487,3.45604758613923e-55
ngc6723,8.2,5.3312879,0.61995378,15.587845,16.142134,4.174756372793305e-55
ngc6496,10.9,5.3312879,0.61995378,15.587845,16.142134,3.140642408890376e-55
Rup106,20.3,611.94589,0.7601607,15.594434,17.019702,5.7536311299544565e-59
Rup106,20.3,611.94589,0.7601607,15.594434,17.019702,5.7536311299544565e-59
ngc5897,12.4,3.3007529,0.40168569,19.181336,18.526786,1.3502461636785848e-57
Rup106,20.3,5.817592,0.63911269,15.763181,15.490385,4.9270076242592265e-58
Rup106,20.3,5.817592,0.63911269,15.763181,15.490385,4.9270076242592265e-58
ngc3201,4.9,4.3169686,0.51782497,15.757879,16.946543,4.381309012815862e-60
ngc7089,11.1,6.3911093,0.66871597,13.352658,14.829013,2.0341823471593608e-60
ngc6584,12.5,4.3169686,0.51782497,15.757879,16.946543,1.7174731330238178e-60
ngc6981,16.2,4.3169686,0.51782497,15.757879,16.946543,1.325210750789983e-60
ngc6101,14.7,6.6913767,0.65300401,17.90285,19.152047,6.295427098962864e-61
ngc4372,4.6,186.25569,0.31548951,18.830924,16.580823,1.1080281139387664e-62
ngc4372,4.6,186.25569,0.31548951,18.830924,16.580823,1.1080281139387664e-62
ngc5139,4.9,358.24665,0.56812059,16.601954,23.035267,6.584585185766627e-63
ngc4590,9.9,186.25569,0.31548951,18.830924,16.580823,5.14841345870538e-63
ngc6441,9.2,2.2933665,0.17130658,32.52234,15.740976,4.572989354626221e-65
ngc7078,10,2.2933665,0.17130658,32.52234,15.740976,4.207150206256123e-65
ngc5897,12.4,6.3595314,0.61275858,18.218818,19.45181,3.0439167115891126e-67
ngc7078,10,1.5433925,0.063768254,17.811724,18.753754,5.5571127291125725e-68
ngc6715,25.4,195.52779,0.31632051,18.348376,14.564588,2.3160778939830763e-69
ngc6715,25.4,195.52779,0.31632051,18.348376,14.564588,2.3160778939830763e-69
ngc6144,9.8,3.7986921,0.4241779,13.824059,20.369518,1.7055339140334127e-68
ngc6144,9.8,3.7986921,0.4241779,13.824059,20.369518,1.7055339140334127e-68
IC1276,8.9,4.1796877,0.42786672,26.850746,16.626514,5.610068153385522e-69
IC1276,8.9,4.1796877,0.42786672,26.850746,16.626514,5.610068153385522e-69
IC1276,8.9,4.1796877,0.42786672,26.850746,16.626514,5.610068153385522e-69
ngc6144,9.8,4.1796877,0.42786672,26.850746,16.626514,5.094857812768484e-69
terzan5,4.9,4.099053,0.55826447,7.8043713,7.5886606,6.102820804894414e-69
terzan5,4.9,4.099053,0.55826447,7.8043713,7.5886606,6.102820804894414e-69
terzan5,4.9,4.099053,0.55826447,7.8043713,7.5886606,6.102820804894414e-69
terzan5,4.9,4.099053,0.55826447,7.8043713,7.5886606,6.102820804894414e-69
terzan5,4.9,4.099053,0.55826447,7.8043713,7.5886606,6.102820804894414e-69
ngc104,4.1,3.4596208,0.36716596,18.235631,18.934259,5.286447348637005e-69
ngc6584,12.5,2.0377878,0.16780087,13.279343,15.729059,1.640722788687476e-71
ngc6584,12.5,2.0377878,0.16780087,13.279343,15.729059,1.640722788687476e-71
IC4499,17.6,6.0046497,0.59262719,16.959188,16.515475,1.563108795175688e-71
ngc6388,10.9,2.7673035,0.26631389,15.558146,19.290122,1.7620763802177496e-72
ngc1851,11.7,347.29189,0.55592534,13.760811,13.409718,2.7373173480359193e-74
ngc6266,6.6,1.5991405,0.064171244,14.429204,19.16144,4.70525705092435e-74
ngc5024,18.1,254.72133,0.43410387,13.732326,12.431918,1.6100479681941552e-75
ngc6712,6.4,3.5273589,0.38385109,14.361019,14.88808,7.800220304267049e-76
ngc6656,3.1,365.03236,0.5552761,14.478671,11.962502,1.0639686003025103e-79
ngc5272,9.7,365.03236,0.5552761,14.478671,11.962502,3.4003120215853426e-80
ngc6254,4.1,1.2436358,0.027085211,13.537561,11.911071,1.0814252144181534e-78
ngc7089,11.1,365.03236,0.5552761,14.478671,11.962502,2.9714438386826865e-80
ngc5927,7,1.2436358,0.027085211,13.537561,11.911071,6.33406197016347e-79
ngc5927,7,1.2436358,0.027085211,13.537561,11.911071,6.33406197016347e-79
ngc6809,5.1,837.43792,0.76027059,19.247127,18.525326,2.5564972022173234e-80
ngc5024,18.1,3.529638,0.39205708,11.534399,13.570806,7.018152712747622e-80
IC4499,17.6,5.4946195,0.53107818,15.713139,16.275357,5.075610280169748e-82
IC4499,17.6,5.4946195,0.53107818,15.713139,16.275357,5.075610280169748e-82
ngc6402,8.4,369.71284,0.5628636,11.721301,11.144987,2.1685005247522018e-84
ngc6402,8.4,369.71284,0.5628636,11.721301,11.144987,2.1685005247522018e-84
ngc7006,39.5,3.9783267,0.39385161,16.379253,15.354928,1.795064902263677e-84
ngc7006,39.5,3.9783267,0.39385161,16.379253,15.354928,1.795064902263677e-84
ngc6715,25.4,2.8819362,0.22981346,18.725436,18.041691,9.070062519884408e-85
ngc4372,4.6,5.1524097,0.46275328,17.76827,17.474665,5.216522675180156e-91
ngc4372,4.6,5.1524097,0.46275328,17.76827,17.474665,5.216522675180156e-91
ngc4833,5.7,5.1524097,0.46275328,17.76827,17.474665,4.2098253168120556e-91
ngc4590,9.9,5.1524097,0.46275328,17.76827,17.474665,2.423838818770577e-91
ngc4590,9.9,5.1524097,0.46275328,17.76827,17.474665,2.423838818770577e-91
ngc6809,5.1,3.8616182,0.36142106,13.75006,15.649013,1.638794002597464e-92
ngc5053,16,337.7428,0.42775333,18.291352,16.855405,4.142609551144263e-97
ngc288,8.1,6.4067772,0.54125976,16.971353,14.804332,2.3226645607525052e-98
pal_11,11.9,6.4067772,0.54125976,16.971353,14.804332,1.580973356478596e-98
pal_11,11.9,6.4067772,0.54125976,16.971353,14.804332,1.580973356478596e-98
ngc5897,12.4,3.311293,0.18499818,20.418498,32.937059,1.776909513405216e-100
ngc1261,15.2,4.5441166,0.39717307,13.743374,14.165471,3.777125580168905e-107
ngc6229,28.3,4.5441166,0.39717307,13.743374,14.165471,2.0287034918221676e-107
ngc4833,5.7,3.5942541,0.27274425,15.621963,15.760619,1.8625471301200706e-108
ngc4590,9.9,3.5942541,0.27274425,15.621963,15.760619,1.0723756203721621e-108
terzan5,4.9,4.3429759,0.4440373,7.7618778,7.8494107,5.644528266361659e-113
terzan5,4.9,4.3429759,0.4440373,7.7618778,7.8494107,5.644528266361659e-113
terzan5,4.9,4.3429759,0.4440373,7.7618778,7.8494107,5.644528266361659e-113
terzan5,4.9,4.3429759,0.4440373,7.7618778,7.8494107,5.644528266361659e-113
terzan5,4.9,4.3429759,0.4440373,7.7618778,7.8494107,5.644528266361659e-113
ngc6205,6.8,4.1409465,0.32623835,14.284849,15.342501,1.2698204401700476e-114
ngc6712,6.4,6.0229156,0.47976182,17.267064,13.540292,7.54087149243475e-115
ngc6723,8.2,6.0229156,0.47976182,17.267064,13.540292,5.885558237997853e-115
ngc6496,10.9,6.0229156,0.47976182,17.267064,13.540292,4.427667665282789e-115
ngc6496,10.9,6.0229156,0.47976182,17.267064,13.540292,4.427667665282789e-115
pal_6,6.2,4.5390546,0.46737241,7.577662,6.6007109,2.010741905402787e-116
Djor2,13.2,3.2623068,0.17207234,26.285847,15.205338,4.834716888447251e-117
Djor2,13.2,3.2623068,0.17207234,26.285847,15.205338,4.834716888447251e-117
ngc5466,16.3,4.2261127,0.27901446,18.936085,21.076137,8.761393649806135e-120
ngc5466,16.3,4.2261127,0.27901446,18.936085,21.076137,8.761393649806135e-120
ngc5466,16.3,4.2261127,0.27901446,18.936085,21.076137,8.761393649806135e-120
ngc6101,14.7,4.2494249,0.3027213,17.970161,14.66827,4.866313255242155e-123
ngc6254,4.1,1891.8257,0.84636352,14.300924,13.674111,2.0085110351613203e-143
ngc5927,7,1891.8257,0.84636352,14.300924,13.674111,1.1764136063087736e-143
ngc6934,14.4,1891.8257,0.84636352,14.300924,13.674111,5.71867725288987e-144
ngc6934,14.4,1891.8257,0.84636352,14.300924,13.674111,5.71867725288987e-144
ngc6539,7.5,2.5924588,0.088035354,15.715465,13.273027,1.6961327761309134e-143
Rup106,20.3,6.496271,0.43890319,14.297753,17.127596,2.733079263858216e-147
Rup106,20.3,6.496271,0.43890319,14.297753,17.127596,2.733079263858216e-147
ngc6981,16.2,5.602086,0.37977162,12.420752,15.491792,6.687414941941873e-154
ngc5897,12.4,743.1158,0.58500182,18.734944,18.295868,3.947259075263435e-158
Rup106,20.3,5.5452719,0.14484613,17.127596,18.089913,0
ngc5466,16.3,31833.491,0.83971411,25.000716,18.761109,0
ngc6273,8.3,479.65538,0.30130064,13.37664,13.986037,0
ngc6362,7.2,4.8251127,0.26902871,16.27411,16.027206,0
ngc5024,18.1,4.1792859,0.23927735,13.686862,13.370863,0
ngc5272,9.7,5.8750955,0.3353164,14.478671,13.263963,0
ngc6362,7.2,4.8251127,0.26902871,16.27411,16.027206,0
ngc6401,7.2,398.81736,0.10089904,8.3191167,7.8955507,0
ngc6637,7.8,2555.34,0.54369172,12.962511,12.843152,0
pal_11,11.9,5.9928453,0.041407824,16.971353,14.804332,0
ngc2298,10.4,4.5766813,0.14959469,17.815986,14.889748,0
Rup106,20.3,5.5452719,0.14484613,17.127596,18.089913,0
ngc6362,7.2,4.8251127,0.26902871,16.27411,16.027206,0
ngc6401,7.2,2555.34,0.54369172,12.962511,12.843152,0
ngc6496,10.9,747.4117,0.56224207,15.241423,13.758328,0
pal_11,11.9,4.8251127,0.26902871,16.27411,16.027206,0
ngc7006,39.5,2.1552124,0.016941693,14.254216,15.20722,0
ngc7089,11.1,5.8750955,0.3353164,14.478671,13.263963,0
ngc2298,10.4,4.5766813,0.14959469,17.815986,14.889748,0
Rup106,20.3,14064.382,0.64223814,16.315219,15.608151,0
ngc6273,8.3,5.1699834,0.25410453,13.6798,16.652515,0
ngc6362,7.2,4.8251127,0.26902871,16.27411,16.027206,0
ngc6809,5.1,5.6527345,0.15321508,15.814262,17.675663,0
ngc7089,11.1,4.4256941,0.19819603,15.420559,12.755952,0
ngc2298,10.4,4.5766813,0.14959469,17.815986,14.889748,0
Rup106,20.3,5.5452719,0.14484613,17.127596,18.089913,0
IC4499,17.6,2162.0047,0.6672659,15.508623,15.410161,0
ngc6171,6,398.81736,0.10089904,8.3191167,7.8955507,0
ngc6539,7.5,5.1699834,0.25410453,13.6798,16.652515,0
ngc6569,8.1,2555.34,0.54369172,12.962511,12.843152,0
pal_11,11.9,5.9928453,0.041407824,16.971353,14.804332,0
ngc5466,16.3,31833.491,0.83971411,25.000716,18.761109,0
IC4499,17.6,2162.0047,0.6672659,15.508623,15.410161,0
ngc6273,8.3,479.65538,0.30130064,13.37664,13.986037,0
ngc6362,7.2,4.8251127,0.26902871,16.27411,16.027206,0
ngc5466,16.3,5.492807,0.23930735,25.698258,27.567678,0
ngc5897,12.4,1293.7398,0.51601268,17.519213,17.491963,0
ngc6637,7.8,2555.34,0.54369172,12.962511,12.843152,0
ngc6981,16.2,6.1292348,0.20631956,16.157334,32.242352,0
ngc104,4.1,5.9795288,0.24953589,16.346333,12.584693,0
Rup106,20.3,5.5452719,0.14484613,17.127596,18.089913,0
ngc5466,16.3,31833.491,0.83971411,25.000716,18.761109,0
ngc5897,12.4,2.8696881,0.05202759,18.778248,19.414076,0
ngc6362,7.2,5.9928453,0.041407824,16.971353,14.804332,0
ngc6401,7.2,2555.34,0.54369172,12.962511,12.843152,0
ngc6569,8.1,2555.34,0.54369172,12.962511,12.843152,0
pal_11,11.9,5.9928453,0.041407824,16.971353,14.804332,0
ngc7006,39.5,4.7092024,0.21619204,15.761245,13.678996,0
ngc288,8.1,4.8251127,0.26902871,16.27411,16.027206,0
pal_11,11.9,4.8251127,0.26902871,16.27411,16.027206,0
ngc288,8.1,5.9928453,0.041407824,16.971353,14.804332,0
ngc5466,16.3,5.492807,0.23930735,25.698258,27.567678,0
ngc5897,12.4,2.8696881,0.05202759,18.778248,19.414076,0
ngc6569,8.1,398.81736,0.10089904,8.3191167,7.8955507,0
ngc6637,7.8,398.81736,0.10089904,8.3191167,7.8955507,0
ngc6809,5.1,5.6527345,0.15321508,15.814262,17.675663,0
