f,ASD
9.303711155192036729e-05,1.416000925662118755e-17
9.339496015309337864e-05,1.404670975217962924e-17
9.375418514718324007e-05,1.393440306077633596e-17
9.411479182820978564e-05,1.382308016023727178e-17
9.447678551055450501e-05,1.371273211143290221e-17
9.484017152904034075e-05,1.360335005750423998e-17
9.520495523900877508e-05,1.349492522309716159e-17
9.557114201640035903e-05,1.338744891360300079e-17
9.593873725783228705e-05,1.328091251440726178e-17
9.630774638067938695e-05,1.317530749014452315e-17
9.667817482315332086e-05,1.307062538396095157e-17
9.705002804438213858e-05,1.296685781678380728e-17
9.742331152449213480e-05,1.286399648659723748e-17
9.779803076468703655e-05,1.276203316772576258e-17
9.817419128733060588e-05,1.266095971012363426e-17
9.855179863602649127e-05,1.256076803867175543e-17
9.893085837570150798e-05,1.246145015248041201e-17
9.931137609268603163e-05,1.236299812419937085e-17
9.969335739479794252e-05,1.226540409933371707e-17
1.000768079114236833e-04,1.216866029556690502e-17
1.004617332936026913e-04,1.207275900208944543e-17
1.008481392141095809e-04,1.197769257893459509e-17
1.012360313675382778e-04,1.188345345631982446e-17
1.016254154703858140e-04,1.179003413399477168e-17
1.020162972611365844e-04,1.169742718059520717e-17
1.024086825003469139e-04,1.160562523300316412e-17
1.028025769707298289e-04,1.151462099571308420e-17
1.031979864772408583e-04,1.142440724020382876e-17
1.035949168471623707e-04,1.133497680431695480e-17
1.039933739301910427e-04,1.124632259164027096e-17
1.043933635985223993e-04,1.115843757089792636e-17
1.047948917469389594e-04,1.107131477534548218e-17
1.051979642928958612e-04,1.098494730217138342e-17
1.056025871766086958e-04,1.089932831190359380e-17
1.060087663611408937e-04,1.081445102782203305e-17
1.064165078324916133e-04,1.073030873537650694e-17
1.068258175996839406e-04,1.064689478161013006e-17
1.072367016948533872e-04,1.056420257458817671e-17
1.076491661733372827e-04,1.048222558283222106e-17
1.080632171137628391e-04,1.040095733475993653e-17
1.084788606181383459e-04,1.032039141812960986e-17
1.088961028119413832e-04,1.024052147949055770e-17
1.093149498442108571e-04,1.016134122363802836e-17
1.097354078876357957e-04,1.008284441307394914e-17
1.101574831386480216e-04,1.000502486747206322e-17
1.105811818175122759e-04,9.927876463148644067e-18
1.110065101684183620e-04,9.851393132537918304e-18
1.114334744595731671e-04,9.775568863672476041e-18
1.118620809832929143e-04,9.700397699668619236e-18
1.122923360560960248e-04,9.625873738216501792e-18
1.127242460187959929e-04,9.551991131075129148e-18
1.131578172365954273e-04,9.478744083571983199e-18
1.135930560991786419e-04,9.406126854107653080e-18
1.140299690208074857e-04,9.334133753664650616e-18
1.144685624404140692e-04,9.262759145321419620e-18
1.149088428216973802e-04,9.191997443770343419e-18
1.153508166532172304e-04,9.121843114840784452e-18
1.157944904484905455e-04,9.052290675026290041e-18
1.162398707460871549e-04,8.983334691016374166e-18
1.166869641097261769e-04,8.914969779232685747e-18
1.171357771283727979e-04,8.847190605369523352e-18
1.175863164163351858e-04,8.779991883938725632e-18
1.180385886133626108e-04,8.713368377818681694e-18
1.184926003847419662e-04,8.647314897807911329e-18
1.189483584213977863e-04,8.581826302182367669e-18
1.194058694399889706e-04,8.516897496257446825e-18
1.198651401830096283e-04,8.452523431953538150e-18
1.203261774188866021e-04,8.388699107366253740e-18
1.207889879420809092e-04,8.325419566340127696e-18
1.212535785731867012e-04,8.262679898046768131e-18
1.217199561590322178e-04,8.200475236566737779e-18
1.221881275727806980e-04,8.138800760475403560e-18
1.226580997140316182e-04,8.077651692432716585e-18
1.231298795089224034e-04,8.017023298776808582e-18
1.236034739102302748e-04,7.956910889121449423e-18
1.240788898974754927e-04,7.897309815957151601e-18
1.245561344770227568e-04,7.838215474256305283e-18
1.250352146821863191e-04,7.779623301081609021e-18
1.255161375733316828e-04,7.721528775198634276e-18
1.259989102379815279e-04,7.663927416691576203e-18
1.264835397909186844e-04,7.606814786583002664e-18
1.269700333742918138e-04,7.550186486456886565e-18
1.274583981577203338e-04,7.494038158085340610e-18
1.279486413384002086e-04,7.438365483058774031e-18
1.284407701412099297e-04,7.383164182419540660e-18
1.289347918188169580e-04,7.328430016299047506e-18
1.294307136517851677e-04,7.274158783558148190e-18
1.299285429486807730e-04,7.220346321431174092e-18
1.304282870461819952e-04,7.166988505172899060e-18
1.309299533091849623e-04,7.114081247709280492e-18
1.314335491309145682e-04,7.061620499290989162e-18
1.319390819330311859e-04,7.009602247150652235e-18
1.324465591657419603e-04,6.958022515162886574e-18
1.329559883079093642e-04,6.906877363507836470e-18
1.334673768671618143e-04,6.856162888337695014e-18
1.339807323800044491e-04,6.805875221446365518e-18
1.344960624119299344e-04,6.756010529942266046e-18
1.350133745575301907e-04,6.706565015924132229e-18
1.355326764406080385e-04,6.657534916159926230e-18
1.360539757142902267e-04,6.608916501768632286e-18
1.365772800611388344e-04,6.560706077905226182e-18
1.371025971932664667e-04,6.512899983448301743e-18
1.376299348524476847e-04,6.465494590690967550e-18
1.381593008102352039e-04,6.418486305034264316e-18
1.386907028680729498e-04,6.371871564683758504e-18
1.392241488574116610e-04,6.325646840348784484e-18
1.397596466398241127e-04,6.279808634944569427e-18
1.402972041071211533e-04,6.234353483297102253e-18
1.408368291814678227e-04,6.189277951850795961e-18
1.413785298155000665e-04,6.144578638378861654e-18
1.419223139924426160e-04,6.100252171696319563e-18
1.424681897262250788e-04,6.056295211375887398e-18
1.430161650616021776e-04,6.012704447466199079e-18
1.435662480742700298e-04,5.969476600213018673e-18
1.441184468709874437e-04,5.926608419782689180e-18
1.446727695896930929e-04,5.884096685988503341e-18
1.452292243996276518e-04,5.841938208019301589e-18
1.457878195014524890e-04,5.800129824170871072e-18
1.463485631273713959e-04,5.758668401579669664e-18
1.469114635412516103e-04,5.717550835959096822e-18
1.474765290387457359e-04,5.676774051338214221e-18
1.480437679474139038e-04,5.636334999802886909e-18
1.486131886268464506e-04,5.596230661239344191e-18
1.491847994687877342e-04,5.556458043080077052e-18
1.497586088972582418e-04,5.517014180052246233e-18
1.503346253686809538e-04,5.477896133928169521e-18
1.509128573720036419e-04,5.439100993278436029e-18
1.514933134288261004e-04,5.400625873227013414e-18
1.520760020935241783e-04,5.362467915208880378e-18
1.526609319533765773e-04,5.324624286729749961e-18
1.532481116286912425e-04,5.287092181128084689e-18
1.538375497729323497e-04,5.249868817339312673e-18
1.544292550728479699e-04,5.212951439662220011e-18
1.550232362485978157e-04,5.176337317527529507e-18
1.556195020538825866e-04,5.140023745268562472e-18
1.562180612760711998e-04,5.104008041894185450e-18
1.568189227363327111e-04,5.068287550863591203e-18
1.574220952897638164e-04,5.032859639863485558e-18
1.580275878255217484e-04,4.997721700587021474e-18
1.586354092669528895e-04,4.962871148515081183e-18
1.592455685717265629e-04,4.928305422699284752e-18
1.598580747319654075e-04,4.894021985547265069e-18
1.604729367743784911e-04,4.860018322609763220e-18
1.610901637603944501e-04,4.826291942369751488e-18
1.617097647862947654e-04,4.792840376033497688e-18
1.623317489833480407e-04,4.759661177323557739e-18
1.629561255179442266e-04,4.726751922273686471e-18
1.635829035917307154e-04,4.694110209025593461e-18
1.642120924417459144e-04,4.661733657627704930e-18
1.648437013405580783e-04,4.629619909835561902e-18
1.654777395963991267e-04,4.597766628914328414e-18
1.661142165533044249e-04,4.566171499442848945e-18
1.667531415912486888e-04,4.534832227119724216e-18
1.673945241262848980e-04,4.503746538571061015e-18
1.680383736106830467e-04,4.472912181160020837e-18
1.686846995330693825e-04,4.442326922798115721e-18
1.693335114185662142e-04,4.411988551758252075e-18
1.699848188289322345e-04,4.381894876489484715e-18
1.706386313627041441e-04,4.352043725433439533e-18
1.712949586553363240e-04,4.322432946842542691e-18
1.719538103793453055e-04,4.293060408599715830e-18
1.726151962444497675e-04,4.263923998039966389e-18
1.732791259977161183e-04,4.235021621773377702e-18
1.739456094236996038e-04,4.206351205509950286e-18
1.746146563445909736e-04,4.177910693885832121e-18
1.752862766203594329e-04,4.149698050291323854e-18
1.759604801488986840e-04,4.121711256700351577e-18
1.766372768661727253e-04,4.093948313501535033e-18
1.773166767463622178e-04,4.066407239330808127e-18
1.779986898020115846e-04,4.039086070905553986e-18
1.786833260841762456e-04,4.011982862860280767e-18
1.793705956825717221e-04,3.985095687583752694e-18
1.800605087257203297e-04,3.958422635057714993e-18
1.807530753811032375e-04,3.931961812696917682e-18
1.814483058553072420e-04,3.905711345190821843e-18
1.821462103941780730e-04,3.879669374346520006e-18
1.828467992829693094e-04,3.853834058933286643e-18
1.835500828464948174e-04,3.828203574528425963e-18
1.842560714492808645e-04,3.802776113364568007e-18
1.849647754957187747e-04,3.777549884178354495e-18
1.856762054302182896e-04,3.752523112060496708e-18
1.863903717373612261e-04,3.727694038307216956e-18
1.871072849420570602e-04,3.703060920272985807e-18
1.878269556096959073e-04,3.678622031224719182e-18
1.885493943463070060e-04,3.654375660197127915e-18
1.892746117987120509e-04,3.630320111849578787e-18
1.900026186546851668e-04,3.606453706324057968e-18
1.907334256431072724e-04,3.582774779104624349e-18
1.914670435341271919e-04,3.559281680877940631e-18
1.922034831393181333e-04,3.535972777395248857e-18
1.929427553118380414e-04,3.512846449335477626e-18
1.936848709465894365e-04,3.489901092169635821e-18
1.944298409803798221e-04,3.467135116026444717e-18
1.951776763920829599e-04,3.444546945559167242e-18
1.959283882028004702e-04,3.422135019813656356e-18
1.966819874760251941e-04,3.399897792097569766e-18
1.974384853178020888e-04,3.377833729850857306e-18
1.981978928768949515e-04,3.355941314517262885e-18
1.989602213449473682e-04,3.334219041417184614e-18
1.997254819566510100e-04,3.312665419621482091e-18
2.004936859899078560e-04,3.291278971826621449e-18
2.012648447659996277e-04,3.270058234230760253e-18
2.020389696497520992e-04,3.249001756411113522e-18
2.028160720497039081e-04,3.228108101202323552e-18
2.035961634182742539e-04,3.207375844575967190e-18
2.043792552519318713e-04,3.186803575521141631e-18
2.051653590913643012e-04,3.166389895926135277e-18
2.059544865216477577e-04,3.146133420461159412e-18
2.067466491724190834e-04,3.126032776462112541e-18
2.075418587180446670e-04,3.106086603815474502e-18
2.083401268777956513e-04,3.086293554844100352e-18
2.091414654160173665e-04,3.066652294194202951e-18
2.099458861423058112e-04,3.047161498723196816e-18
2.107534009116793900e-04,3.027819857388678274e-18
2.115640216247546357e-04,3.008626071138326593e-18
2.123777602279214435e-04,2.989578852800826634e-18
2.131946287135191181e-04,2.970676926977761391e-18
2.140146391200130446e-04,2.951919029936480597e-18
2.148378035321719828e-04,2.933303909503937309e-18
2.156641340812472042e-04,2.914830324961441989e-18
2.164936429451488106e-04,2.896497046940447362e-18
2.173263423486286388e-04,2.878302857319136761e-18
2.181622445634567690e-04,2.860246549120090221e-18
2.190013619086059746e-04,2.842326926408720183e-18
2.198437067504296937e-04,2.824542804192762214e-18
2.206892915028476178e-04,2.806893008322528787e-18
2.215381286275262384e-04,2.789376375392166079e-18
2.223902306340635137e-04,2.771991752641739696e-18
2.232456100801731558e-04,2.754737997860205167e-18
2.241042795718695146e-04,2.737613979289256656e-18
2.249662517636534639e-04,2.720618575528032727e-18
2.258315393586986946e-04,2.703750675438671430e-18
2.267001551090399864e-04,2.687009178052698167e-18
2.275721118157586606e-04,2.670392992478309500e-18
2.284474223291747005e-04,2.653901037808376865e-18
2.293260995490323945e-04,2.637532243029409796e-18
2.302081564246939466e-04,2.621285546931192058e-18
2.310936059553277491e-04,2.605159898017346086e-18
2.319824611901011259e-04,2.589154254416621179e-18
2.328747352283723991e-04,2.573267583795001384e-18
2.337704412198839858e-04,2.557498863268596833e-18
2.346695923649560903e-04,2.541847079317310088e-18
2.355722019146811016e-04,2.526311227699277466e-18
2.364782831711200514e-04,2.510890313366053018e-18
2.373878494874959535e-04,2.495583350378609858e-18
2.383009142683943280e-04,2.480389361823987846e-18
2.392174909699566765e-04,2.465307379732813709e-18
2.401375931000829299e-04,2.450336444997420132e-18
2.410612342186264424e-04,2.435475607290831898e-18
2.419884279375975229e-04,2.420723924986348299e-18
2.429191879213613839e-04,2.406080465077940598e-18
2.438535278868407237e-04,2.391544303101305082e-18
2.447914616037176602e-04,2.377114523055636793e-18
2.457330028946366112e-04,2.362790217326100062e-18
2.466781656354079624e-04,2.348570486606991225e-18
2.476269637552124935e-04,2.334454439825584269e-18
2.485794112368077563e-04,2.320441194066639388e-18
2.495355221167313078e-04,2.306529874497641848e-18
2.504953104855116427e-04,2.292719614294609772e-18
2.514587904878714262e-04,2.279009554568679618e-18
2.524259763229400521e-04,2.265398844293227448e-18
2.533968822444600212e-04,2.251886640231741312e-18
2.543715225609981430e-04,2.238472106866274492e-18
2.553499116361563595e-04,2.225154416326557795e-18
2.563320638887833813e-04,2.211932748319739321e-18
2.573179937931869199e-04,2.198806290060757086e-18
2.583077158793471132e-04,2.185774236203324866e-18
2.593012447331318479e-04,2.172835788771520079e-18
2.602985949965086129e-04,2.159990157092036125e-18
2.612997813677645376e-04,2.147236557726945851e-18
2.623048186017186249e-04,2.134574214407171851e-18
2.633137215099434162e-04,2.122002357966444397e-18
2.643265049609790670e-04,2.109520226275949244e-18
2.653431838805564761e-04,2.097127064179461155e-18
2.663637732518143965e-04,2.084822123429137250e-18
2.673882881155212636e-04,2.072604662621834586e-18
2.684167435702971313e-04,2.060473947136010536e-18
2.694491547728355540e-04,2.048429249069187454e-18
2.704855369381274199e-04,2.036469847175972399e-18
2.715259053396848390e-04,2.024595026806629600e-18
2.725702753097673076e-04,2.012804079846195259e-18
2.736186622396051082e-04,2.001096304654165906e-18
2.746710815796297566e-04,1.989471006004663984e-18
2.757275488396977270e-04,1.977927495027218979e-18
2.767880795893229592e-04,1.966465089147990340e-18
2.778526894579031858e-04,1.955083112031591306e-18
2.789213941349519515e-04,1.943780893523383033e-18
2.799942093703291688e-04,1.932557769592308374e-18
2.810711509744735705e-04,1.921413082274222927e-18
2.821522348186355426e-04,1.910346179615745707e-18
2.832374768351107698e-04,1.899356415618600540e-18
2.843268930174763743e-04,1.888443150184452807e-18
2.854204994208236947e-04,1.877605749060270808e-18
2.865183121619989783e-04,1.866843583784115079e-18
2.876203474198363763e-04,1.856156031631490064e-18
2.887266214354010764e-04,1.845542475562094084e-18
2.898371505122238696e-04,1.835002304167128202e-18
2.909519510165458549e-04,1.824534911616999908e-18
2.920710393775564754e-04,1.814139697609557587e-18
2.931944320876370309e-04,1.803816067318751391e-18
2.943221457026034302e-04,1.793563431343770970e-18
2.954541968419502449e-04,1.783381205658630017e-18
2.965906021890955769e-04,1.773268811562213427e-18
2.977313784916266301e-04,1.763225675628765098e-18
2.988765425615481550e-04,1.753251229658810622e-18
3.000261112755267198e-04,1.743344910630562213e-18
3.011801015751439797e-04,1.733506160651691308e-18
3.023385304671415987e-04,1.723734426911614229e-18
3.035014150236765244e-04,1.714029161634126823e-18
3.046687723825688369e-04,1.704389822030536574e-18
3.058406197475564280e-04,1.694815870253166224e-18
3.070169743885476201e-04,1.685306773349303438e-18
3.081978536418762790e-04,1.675862003215549141e-18
3.093832749105567101e-04,1.666481036552590518e-18
3.105732556645402886e-04,1.657163354820372301e-18
3.117678134409742588e-04,1.647908444193665946e-18
3.129669658444568471e-04,1.638715795518074656e-18
3.141707305473012647e-04,1.629584904266373125e-18
3.153791252897912003e-04,1.620515270495317404e-18
3.165921678804475337e-04,1.611506398802764072e-18
3.178098761962851833e-04,1.602557798285262028e-18
3.190322681830818794e-04,1.593668982495942800e-18
3.202593618556388074e-04,1.584839469402862494e-18
3.214911752980479168e-04,1.576068781347677111e-18
3.227277266639578764e-04,1.567356445004710566e-18
3.239690341768417100e-04,1.558701991340388441e-18
3.252151161302655152e-04,1.550104955573038625e-18
3.264659908881574002e-04,1.541564877133062894e-18
3.277216768850801606e-04,1.533081299623451107e-18
3.289821926264990229e-04,1.524653770780694072e-18
3.302475566890594174e-04,1.516281842435990700e-18
3.315177877208554807e-04,1.507965070476877310e-18
3.327929044417098341e-04,1.499703014809138132e-18
3.340729256434458810e-04,1.491495239319117747e-18
3.353578701901661755e-04,1.483341311836343215e-18
3.366477570185304668e-04,1.475240804096498648e-18
3.379426051380343926e-04,1.467193291704736249e-18
3.392424336312899083e-04,1.459198354099319374e-18
3.405472616543059870e-04,1.451255574515601670e-18
3.418571084367728430e-04,1.443364539950320723e-18
3.431719932823413307e-04,1.435524841126254737e-18
3.444919355689126978e-04,1.427736072457142300e-18
3.458169547489186885e-04,1.419997832012991374e-18
3.471470703496136825e-04,1.412309721485639630e-18
3.484823019733569662e-04,1.404671346154692636e-18
3.498226692979066604e-04,1.397082314853714933e-18
3.511681920767063293e-04,1.389542239936778749e-18
3.525188901391772267e-04,1.382050737245293128e-18
3.538747833910107598e-04,1.374607426075143712e-18
3.552358918144614950e-04,1.367211929144134903e-18
3.566022354686416269e-04,1.359863872559733608e-18
3.579738344898165318e-04,1.352562885787105356e-18
3.593507090917030323e-04,1.345308601617438529e-18
3.607328795657634320e-04,1.338100656136587713e-18
3.621203662815099603e-04,1.330938688693957417e-18
3.635131896867992954e-04,1.323822341871730909e-18
3.649113703081391228e-04,1.316751261454324198e-18
3.663149287509867786e-04,1.309725096398171468e-18
3.677238857000548317e-04,1.302743498801758184e-18
3.691382619196153115e-04,1.295806123875943474e-18
3.705580782538059944e-04,1.288912629914554072e-18
3.719833556269372876e-04,1.282062678265251539e-18
3.734141150438006302e-04,1.275255933300668552e-18
3.748503775899793885e-04,1.268492062389805756e-18
3.762921644321560099e-04,1.261770735869716744e-18
3.777394968184292611e-04,1.255091627017415097e-18
3.791923960786214363e-04,1.248454412022092456e-18
3.806508836245987393e-04,1.241858769957541711e-18
3.821149809505807685e-04,1.235304382754889298e-18
3.835847096334631221e-04,1.228790935175529145e-18
3.850600913331308941e-04,1.222318114784353977e-18
3.865411477927800871e-04,1.215885611923205216e-18
3.880279008392375595e-04,1.209493119684582885e-18
3.895203723832825460e-04,1.203140333885600673e-18
3.910185844199699128e-04,1.196826953042177905e-18
3.925225590289535202e-04,1.190552678343481288e-18
3.940323183748138149e-04,1.184317213626589690e-18
3.955478847073801629e-04,1.178120265351425470e-18
3.970692803620645673e-04,1.171961542575875500e-18
3.985965277601844891e-04,1.165840756931198011e-18
4.001296494092993297e-04,1.159757622597606606e-18
4.016686679035377512e-04,1.153711856280126621e-18
4.032136059239324784e-04,1.147703177184652725e-18
4.047644862387544495e-04,1.141731306994238609e-18
4.063213317038479977e-04,1.135795969845610460e-18
4.078841652629680375e-04,1.129896892305897878e-18
4.094530099481176314e-04,1.124033803349588004e-18
4.110278888798892969e-04,1.118206434335686495e-18
4.126088252678015967e-04,1.112414518985115196e-18
4.141958424106470592e-04,1.106657793358287574e-18
4.157889636968289861e-04,1.100935995832939144e-18
4.173882126047129509e-04,1.095248867082119681e-18
4.189936127029658284e-04,1.089596150052442143e-18
4.206051876509097872e-04,1.083977589942488384e-18
4.222229611988660355e-04,1.078392934181459828e-18
4.238469571885070250e-04,1.072841932408005339e-18
4.254771995532074602e-04,1.067324336449257666e-18
4.271137123183970448e-04,1.061839900300068260e-18
4.287565196019143643e-04,1.056388380102437569e-18
4.304056456143620711e-04,1.050969534125141975e-18
4.320611146594658097e-04,1.045583122743545041e-18
4.337229511344275036e-04,1.040228908419625232e-18
4.353911795302915452e-04,1.034906655682153666e-18
4.370658244322987327e-04,1.029616131107104517e-18
4.387469105202551709e-04,1.024357103298210058e-18
4.404344625688910871e-04,1.019129342867733906e-18
4.421285054482281592e-04,1.013932622417408943e-18
4.438290641239457592e-04,1.008766716519560694e-18
4.455361636577484974e-04,1.003631401698412906e-18
4.472498292077359901e-04,9.985264564115697299e-19
4.489700860287730057e-04,9.934516610316747040e-19
4.506969594728637857e-04,9.884067978282407628e-19
4.524304749895208364e-04,9.833916509496695606e-19
4.541706581261467841e-04,9.784060064054142792e-19
4.559175345284035468e-04,9.734496520483477393e-19
4.576711299405976591e-04,9.685223775572632087e-19
4.594314702060521539e-04,9.636239744195797433e-19
4.611985812674945437e-04,9.587542359141756039e-19
4.629724891674340693e-04,9.539129570944188868e-19
4.647532200485476211e-04,9.490999347713404819e-19
4.665408001540646311e-04,9.443149674969770893e-19
4.683352558281539705e-04,9.395578555478702370e-19
4.701366135163119312e-04,9.348284009087272689e-19
4.719448997657517799e-04,9.301264072562385260e-19
4.737601412257971606e-04,9.254516799430426312e-19
4.755823646482695887e-04,9.208040259818670342e-19
4.774115968878899852e-04,9.161832540297881564e-19
4.792478649026668210e-04,9.115891743726816252e-19
4.810911957543003619e-04,9.070215989097851749e-19
4.829416166085763961e-04,9.024803411384398891e-19
4.847991547357690160e-04,8.979652161389622136e-19
4.866638375110418809e-04,8.934760405596667694e-19
4.885356924148518114e-04,8.890126326020338034e-19
4.904147470333534682e-04,8.845748120060201209e-19
4.923010290588060358e-04,8.801624000355115734e-19
4.941945662899829969e-04,8.757752194639120952e-19
4.960953866325769736e-04,8.714130945598881629e-19
4.980035180996183379e-04,8.670758510732218768e-19
4.999189888118796190e-04,8.627633162208376649e-19
5.018418269982985588e-04,8.584753186729274024e-19
5.037720609963858807e-04,8.542116885392448200e-19
5.057097192526500799e-04,8.499722573555007346e-19
5.076548303230116969e-04,8.457568580699169772e-19
5.096074228732262647e-04,8.415653250298944315e-19
5.115675256793064977e-04,8.373974939688159841e-19
5.135351676279462140e-04,8.332532019929785120e-19
5.155103777169461020e-04,8.291322875686497671e-19
5.174931850556404624e-04,8.250345905092539119e-19
5.194836188653292625e-04,8.209599519626733822e-19
5.214817084797021681e-04,8.169082143986948092e-19
5.234874833452797050e-04,8.128792215965446892e-19
5.255009730218379409e-04,8.088728186325842328e-19
5.275222071828531171e-04,8.048888518680866425e-19
5.295512156159302335e-04,8.009271689371696208e-19
5.315880282232500649e-04,7.969876187348113681e-19
5.336326750220041432e-04,7.930700514050117943e-19
5.356851861448394970e-04,7.891743183290523392e-19
5.377455918403021987e-04,7.853002721138769331e-19
5.398139224732837306e-04,7.814477665805834101e-19
5.418902085254676763e-04,7.776166567530313436e-19
5.439744805957786884e-04,7.738067988465585041e-19
5.460667694008367696e-04,7.700180502568025690e-19
5.481671057754026631e-04,7.662502695486505224e-19
5.502755206728418905e-04,7.625033164452662463e-19
5.523920451655711184e-04,7.587770518172600540e-19
5.545167104455249072e-04,7.550713376719309270e-19
5.566495478246087994e-04,7.513860371426418331e-19
5.587905887351642250e-04,7.477210144782814232e-19
5.609398647304306975e-04,7.440761350328360839e-19
5.630974074850108278e-04,7.404512652550637747e-19
5.652632487953372902e-04,7.368462726782675328e-19
5.674374205801409809e-04,7.332610259101707633e-19
5.696199548809238386e-04,7.296953946228880549e-19
5.718108838624250513e-04,7.261492495430063523e-19
5.740102398131036350e-04,7.226224624417417202e-19
5.762180551456052907e-04,7.191149061252197534e-19
5.784343623972487778e-04,7.156264544248238744e-19
5.806591942304966747e-04,7.121569821876662180e-19
5.828925834334452213e-04,7.087063652671238034e-19
5.851345629203010424e-04,7.052744805134933451e-19
5.873851657318694729e-04,7.018612057647203067e-19
5.896444250360404968e-04,6.984664198372279124e-19
5.919123741282777225e-04,6.950900025168329199e-19
5.941890464321092011e-04,6.917318345497519132e-19
5.964744754996194375e-04,6.883917976336961871e-19
5.987686950119461716e-04,6.850697744090512779e-19
6.010717387797713052e-04,6.817656484501533666e-19
6.033836407438272244e-04,6.784793042566328018e-19
6.057044349753876178e-04,6.752106272448676896e-19
6.080341556767791117e-04,6.719595037394949717e-19
6.103728371818778345e-04,6.687258209650285860e-19
6.127205139566194256e-04,6.655094670375445529e-19
6.150772205995052493e-04,6.623103309564561950e-19
6.174429918421133791e-04,6.591283025963654317e-19
6.198178625496096909e-04,6.559632726989986208e-19
6.222018677212612326e-04,6.528151328652203057e-19
6.245950424909555571e-04,6.496837755471196649e-19
6.269974221277108389e-04,6.465690940401921998e-19
6.294090420362058328e-04,6.434709824755729404e-19
6.318299377572911832e-04,6.403893358123738445e-19
6.342601449685232855e-04,6.373240498300705961e-19
6.366996994846798241e-04,6.342750211209897457e-19
6.391486372582978618e-04,6.312421470828448652e-19
6.416069943801955581e-04,6.282253259113688062e-19
6.440748070800081989e-04,6.252244565930036404e-19
6.465521117267208646e-04,6.222394388976689854e-19
6.490389448292046767e-04,6.192701733716008195e-19
6.515353430367551045e-04,6.163165613302597259e-19
6.540413431396305960e-04,6.133785048513122261e-19
6.565569820695991250e-04,6.104559067676734547e-19
6.590822969004743286e-04,6.075486706606347671e-19
6.616173248486722450e-04,6.046567008530354507e-19
6.641621032737491867e-04,6.017799024025281341e-19
6.667166696789619471e-04,5.989181810948859869e-19
6.692810617118136966e-04,5.960714434373956250e-19
6.718553171646115879e-04,5.932395966523037488e-19
6.744394739750233852e-04,5.904225486703326331e-19
6.770335702266365874e-04,5.876202081242580175e-19
6.796376441495196111e-04,5.848324843425522858e-19
6.822517341207840575e-04,5.820592873430895641e-19
6.848758786651548951e-04,5.793005278269086926e-19
6.875101164555290400e-04,5.765561171720503464e-19
6.901544863135572472e-04,5.738259674274347930e-19
6.928090272102039931e-04,5.711099913068238129e-19
6.954737782663332696e-04,5.684081021828180577e-19
6.981487787532744292e-04,5.657202140809371265e-19
7.008340680934106899e-04,5.630462416737354646e-19
7.035296858607527869e-04,5.603861002749958775e-19
7.062356717815258507e-04,5.577397058339671487e-19
7.089520657347539011e-04,5.551069749296643457e-19
7.116789077528473759e-04,5.524878247652245940e-19
7.144162380221936960e-04,5.498821731623164874e-19
7.171640968837483723e-04,5.472899385556079506e-19
7.199225248336330518e-04,5.447110399872830203e-19
7.226915625237245646e-04,5.421453971016236266e-19
7.254712507622650044e-04,5.395929301396275815e-19
7.282616305144513176e-04,5.370535599337000423e-19
7.310627429030498291e-04,5.345272079023770411e-19
7.338746292089943970e-04,5.320137960451180588e-19
7.366973308719987693e-04,5.295132469371385633e-19
7.395308894911660144e-04,5.270254837242984943e-19
7.423753468256017460e-04,5.245504301180402458e-19
7.452307447950297327e-04,5.220880103903753739e-19
7.480971254804088090e-04,5.196381493689225349e-19
7.509745311245567259e-04,5.172007724319898154e-19
7.538630041327644589e-04,5.147758055037157078e-19
7.567625870734326354e-04,5.123631750492412848e-19
7.596733226786864940e-04,5.099628080699496864e-19
7.625952538450180571e-04,5.075746320987315096e-19
7.655284236339058614e-04,5.051985751953184731e-19
7.684728752724610335e-04,5.028345659416412515e-19
7.714286521540564528e-04,5.004825334372504812e-19
7.743957978389693578e-04,4.981424072947732985e-19
7.773743560550228689e-04,4.958141176354166789e-19
7.803643706982304378e-04,4.934975950845153606e-19
7.833658858334430078e-04,4.911927707671227174e-19
7.863789456949968251e-04,4.888995763036467933e-19
7.894035946873704645e-04,4.866179438055232202e-19
7.924398773858291715e-04,4.843478058709429267e-19
7.954878385370948990e-04,4.820890955806039224e-19
7.985475230599922746e-04,4.798417464935238448e-19
8.016189760461228664e-04,4.776056926428758092e-19
8.047022427605209083e-04,4.753808685318792452e-19
8.077973686423240958e-04,4.731672091297226064e-19
8.109043993054428643e-04,4.709646498675284512e-19
8.140233805392322686e-04,4.687731266343581006e-19
8.171543583091671163e-04,4.665925757732551044e-19
8.202973787575182927e-04,4.644229340773278999e-19
8.234524882040367838e-04,4.622641387858672327e-19
8.266197331466278338e-04,4.601161275805108604e-19
8.297991602620477612e-04,4.579788385814308855e-19
8.329908164065793087e-04,4.558522103435753024e-19
8.361947486167351819e-04,4.537361818529285164e-19
8.394110041099376272e-04,4.516306925228269427e-19
8.426396302852275002e-04,4.495356821902914583e-19
8.458806747239529505e-04,4.474510911124120465e-19
8.491341851904751293e-04,4.453768599627571891e-19
8.524002096328714027e-04,4.433129298278223554e-19
8.556787961836414928e-04,4.412592422035120023e-19
8.589699931604173047e-04,4.392157389916564335e-19
8.622738490666740545e-04,4.371823624965618816e-19
8.655904125924493127e-04,4.351590554215921748e-19
8.689197326150506625e-04,4.331457608657914740e-19
