f,ASD
4.995353061763816051e-05,5.562908094267254520e-17
5.014566686044487744e-05,5.514320386348838667e-17
5.033854211679754333e-05,5.466174469942830158e-17
5.053215922916384735e-05,5.418466256791948651e-17
5.072652105094404483e-05,5.371191696879574192e-17
5.092163044651372227e-05,5.324346778068900667e-17
5.111749029126572206e-05,5.277927525745757455e-17
5.131410347165220277e-05,5.231930002464837977e-17
5.151147288522788523e-05,5.186350307599006652e-17
5.170960144069194344e-05,5.141184576992317808e-17
5.190849205793169788e-05,5.096428982615928731e-17
5.210814766806481132e-05,5.052079732227653186e-17
5.230857121348332775e-05,5.008133069034369619e-17
5.250976564789617309e-05,4.964585271358002665e-17
5.271173393637357366e-05,4.921432652304295242e-17
5.291447905538985497e-05,4.878671559435086764e-17
5.311800399286808382e-05,4.836298374443369010e-17
5.332231174822378193e-05,4.794309512831619461e-17
5.352740533240878194e-05,4.752701423593221058e-17
5.373328776795637766e-05,4.711470588896641733e-17
5.393996208902501061e-05,4.670613523772955519e-17
5.414743134144382687e-05,4.630126775805980444e-17
5.435569858275670247e-05,4.590006924825685897e-17
5.456476688226819996e-05,4.550250582604164400e-17
5.477463932108788525e-05,4.510854392554832165e-17
5.498531899217665007e-05,4.471815029434137984e-17
5.519680900039139471e-05,4.433129199046422015e-17
5.540911246253156058e-05,4.394793637951282280e-17
5.562223250738473451e-05,4.356805113173896933e-17
5.583617227577241559e-05,4.319160421918108765e-17
5.605093492059711022e-05,4.281856391282005722e-17
5.626652360688785506e-05,4.244889877976523124e-17
5.648294151184782026e-05,4.208257768046360087e-17
5.670019182490017122e-05,4.171956976593892996e-17
5.691827774773601067e-05,4.135984447505357570e-17
5.713720249436066053e-05,4.100337153179949097e-17
5.735696929114191570e-05,4.065012094261192495e-17
5.757758137685669181e-05,4.030006299371135626e-17
5.779904200273956369e-05,3.995316824846799500e-17
5.802135443253030755e-05,3.960940754479307518e-17
5.824452194252182274e-05,3.926875199255447857e-17
5.846854782160856851e-05,3.893117297101638812e-17
5.869343537133535306e-05,3.859664212630298293e-17
5.891918790594568900e-05,3.826513136888696408e-17
5.914580875243032493e-05,3.793661287110197414e-17
5.937330125057706454e-05,3.761105906467694465e-17
5.960166875301908134e-05,3.728844263829619864e-17
5.983091462528525279e-05,3.696873653518008201e-17
6.006104224584880028e-05,3.665191395069117132e-17
6.029205500617805692e-05,3.633794832996039405e-17
6.052395631078546671e-05,3.602681336553839250e-17
6.075674957727874529e-05,3.571848299506636884e-17
6.099043823641024507e-05,3.541293139897175461e-17
6.122502573212840736e-05,3.511013299818307169e-17
6.146051552162813713e-05,3.481006245186818801e-17
6.169691107540133362e-05,3.451269465519397107e-17
6.193421587728897945e-05,3.421800473710547188e-17
6.217243342453146796e-05,3.392596805812850983e-17
6.241156722782107856e-05,3.363656020819072172e-17
6.265162081135279874e-05,3.334975700446550634e-17
6.289259771287723311e-05,3.306553448923397103e-17
6.313450148375169646e-05,3.278386892776973060e-17
6.337733568899362423e-05,3.250473680624099338e-17
6.362110390733207214e-05,3.222811482963520376e-17
6.386580973126131642e-05,3.195397991970092260e-17
6.411145676709345119e-05,3.168230921291071715e-17
6.435804863501116198e-05,3.141308005844329806e-17
6.460558896912193584e-05,3.114627001618335018e-17
6.485408141751060449e-05,3.088185685474244696e-17
6.510352964229416430e-05,3.061981854949633372e-17
6.535393731967467179e-05,3.036013328064318350e-17
6.560530813999451087e-05,3.010277943127777188e-17
6.585764580778965421e-05,2.984773558548644569e-17
6.611095404184541839e-05,2.959498052645746834e-17
6.636523657525007769e-05,2.934449323461184474e-17
6.662049715545095797e-05,2.909625288574949812e-17
6.687673954430912115e-05,2.885023884921453371e-17
6.713396751815453752e-05,2.860643068607771550e-17
6.739218486784255915e-05,2.836480814733494826e-17
6.765139539880879406e-05,2.812535117212461837e-17
6.791160293112621655e-05,2.788803988595990437e-17
6.817281129956040734e-05,2.765285459897969057e-17
6.843502435362717887e-05,2.741977580421407761e-17
6.869824595764812715e-05,2.718878417586840044e-17
6.896247999080881274e-05,2.695986056762123321e-17
6.922773034721467847e-05,2.673298601094078132e-17
6.949400093594952860e-05,2.650814171341512489e-17
6.976129568113266630e-05,2.628530905709957666e-17
7.002961852197643763e-05,2.606446959687953988e-17
7.029897341284458876e-05,2.584560505884835761e-17
7.056936432331081289e-05,2.562869733870051091e-17
7.084079523821698544e-05,2.541372850014048019e-17
7.111327015773142636e-05,2.520068077330677684e-17
7.138679309740891073e-05,2.498953655320973665e-17
7.166136808824861938e-05,2.478027839818578078e-17
7.193699917675475933e-05,2.457288902836448956e-17
7.221369042499505648e-05,2.436735132415194649e-17
7.249144591066170138e-05,2.416364832472674721e-17
7.277026972713034330e-05,2.396176322655181342e-17
7.305016598352157811e-05,2.376167938189870525e-17
7.333113880476030833e-05,2.356338029738750449e-17
7.361319233163756976e-05,2.336684963253898670e-17
7.389633072087116547e-05,2.317207119834143661e-17
7.418055814516636760e-05,2.297902895583112371e-17
7.446587879327857065e-05,2.278770701468509463e-17
7.475229687007374935e-05,2.259808963182879659e-17
7.503981659659166763e-05,2.241016121005532127e-17
7.532844221010686497e-05,2.222390629665920864e-17
7.561817796419232620e-05,2.203930958208165846e-17
7.590902812878091510e-05,2.185635589857007382e-17
7.620099699022958627e-05,2.167503021884872573e-17
7.649408885138125240e-05,2.149531765480357099e-17
7.678830803162934855e-05,2.131720345617798162e-17
7.708365886698095978e-05,2.114067300928186337e-17
7.738014571012030122e-05,2.096571183571284130e-17
7.767777293047394634e-05,2.079230559108873596e-17
7.797654491427396823e-05,2.062044006379330535e-17
7.827646606462379129e-05,2.045010117373245782e-17
7.857754080156191523e-05,2.028127497110355199e-17
7.887977356212824112e-05,2.011394763517504744e-17
7.918316880042821553e-05,1.994810547307899283e-17
7.948773098769976642e-05,1.978373491861355974e-17
7.979346461237786742e-05,1.962082253105828142e-17
8.010037418016186677e-05,1.945935499399920776e-17
8.040846421408139326e-05,1.929931911416596723e-17
8.071773925456247900e-05,1.914070182027992511e-17
8.102820385949568798e-05,1.898349016191221187e-17
8.133986260430188650e-05,1.882767130835404658e-17
8.165272008200110353e-05,1.867323254749606447e-17
8.196678090327878905e-05,1.852016128471992733e-17
8.228204969655516230e-05,1.836844504179880235e-17
8.259853110805203931e-05,1.821807145580968322e-17
8.291622980186270973e-05,1.806902827805465056e-17
8.323515046001922512e-05,1.792130337299359855e-17
8.355529778256272301e-05,1.777488471718587947e-17
8.387667648761202980e-05,1.762976039824271793e-17
8.419929131143298194e-05,1.748591861378941512e-17
8.452314700850849249e-05,1.734334767043711477e-17
8.484824835160897005e-05,1.720203598276421735e-17
8.517460013186237177e-05,1.706197207230775054e-17
8.550220715882421571e-05,1.692314456656434468e-17
8.583107426054969384e-05,1.678554219799988876e-17
8.616120628366346755e-05,1.664915380306964809e-17
8.649260809343248539e-05,1.651396832124644316e-17
8.682528457383623935e-05,1.637997479405925002e-17
8.715924062764016534e-05,1.624716236413962152e-17
8.749448117646653651e-05,1.611552027427831448e-17
8.783101116086835158e-05,1.598503786648971604e-17
8.816883554040071602e-05,1.585570458108616777e-17
8.850795929369524541e-05,1.572750995576001197e-17
8.884838741853284252e-05,1.560044362467504275e-17
8.919012493191682677e-05,1.547449531756644342e-17
8.953317687014817781e-05,1.534965485884862489e-17
8.987754828889823132e-05,1.522591216673246257e-17
9.022324426328468157e-05,1.510325725234981176e-17
9.057026988794492767e-05,1.498168021888732917e-17
9.091863027711259118e-05,1.486117126072744337e-17
9.126833056469145868e-05,1.474172066259844970e-17
9.161937590433255499e-05,1.462331879873164931e-17
9.197177146950866850e-05,1.450595613202740610e-17
9.232552245359187167e-05,1.438962321322816168e-17
9.268063406992948291e-05,1.427431068009987195e-17
